time,P_in,P_out,T_in,T_out,Hum_in,Hum_out,CO2_V1,CO2_V2,O3_WE,O3_AE,Altitude,flags,Flowrate,CO2_C,O3_C,center of mass,SB_Temp
7776.00,,22.390091,,-16.440539,,,,,,,26504,0,,,,,
7777.00,,23.017994,,-16.519719,,,,,,,26503,0,,,,,
7778.00,,22.796381,,-16.579105,,,,,,,26502,0,,,,,
7779.00,,22.131543,,-16.51576,,,,,,,26501,0,,,,,
7780.00,,23.239606,,-16.622654,,,,,,,26500,0,,,,,
7781.00,,23.202671,,-16.650367,,,,,,,26499,0,,,,,
7782.00,,22.611704,,-16.725589,,,,,,,26498,0,,,,,
7783.00,,23.054929,,-16.729548,,,,,,,26498,0,,,,,
7784.00,,22.574768,,-16.705794,,,,,,,26497,0,,,,,
7785.00,,23.461219,,-16.773098,,,,,,,26496,0,,,,,
7786.00,,22.870252,,-16.733507,,,,,,,26495,0,,,,,
7787.00,,22.463962,,-16.781016,,,,,,,26493,0,,,,,
7788.00,,22.353155,,-16.662245,,,,,,,26492,0,,,,,
7789.00,,22.907187,,-16.769139,,,,,,,26491,0,,,,,
7790.00,,23.054929,,-16.808729,,,,,,,26490,0,,,,,
7791.00,,22.168478,,-16.828524,,,,,,,26489,1,,,,,
7792.00,,22.611704,,-16.907705,,,,,,,26488,1,,,,,
7793.00,,22.648639,,-16.939377,,,,,,,26487,1,,,,,
7794.00,,21.872995,,-17.034394,,,,,,,26487,1,,,,,
7795.00,,22.796381,,-17.018558,,,,,,,26486,1,,,,,
7796.00,,21.983801,,-16.998763,,,,,,,26485,1,,,,,
7797.00,,22.944123,,-17.097739,,,,,,,26484,1,,,,,
7798.00,,22.685575,,-17.034394,,,,,,,26483,1,,,,,
7799.00,,22.131543,,-17.109616,,,,,,,26482,1,,,,,
7800.00,,22.981058,,-17.070025,,,,,,,26481,1,,,,,
7801.00,,22.242349,,-17.058148,,,,,,,26480,1,,,,,
7802.00,,23.017994,,-17.129411,,,,,,,26479,1,,,,,
7803.00,,22.31622,,-17.212551,,,,,,,26478,1,,,,,
7804.00,,22.648639,,-17.081902,,,,,,,26477,1,,,,,
7805.00,,22.611704,,-17.188796,,,,,,,26477,1,,,,,
7806.00,,22.611704,,-17.073984,,,,,,,26476,1,,,,,
7807.00,,23.054929,,-17.176919,,,,,,,26475,1,,,,,
7808.00,,22.131543,,-17.236305,,,,,,,26474,1,,,,,
7809.00,,22.685575,,-17.085861,,,,,,,26473,1,,,,,
7810.00,,22.353155,,-17.267977,,,,,,,26472,1,,,,,
7811.00,,22.574768,,-17.200673,,,,,,,26472,1,,,,,
7812.00,,22.353155,,-17.129411,,,,,,,26471,1,,,,,
7813.00,,23.608961,,-16.998763,,,,,,,26470,1,,,,,
7814.00,,23.054929,,-17.066066,,,,,,,26469,0,,,,,
7815.00,,22.279285,,-17.097739,,,,,,,26468,0,,,,,
7816.00,,23.978315,,-16.982926,,,,,,,26468,0,,,,,
7817.00,,23.387348,,-17.070025,,,,,,,26467,0,,,,,
7818.00,,22.870252,,-16.872073,,,,,,,26467,0,,,,,
7819.00,,22.796381,,-16.856237,,,,,,,26466,0,,,,,
7820.00,,22.796381,,-16.773098,,,,,,,26465,0,,,,,
7821.00,,22.537833,,-16.666204,,,,,,,26464,0,,,,,
7822.00,,22.981058,,-16.68204,,,,,,,26464,0,,,,,
7823.00,,22.648639,,-16.626613,,,,,,,26463,0,,,,,
7824.00,,22.353155,,-16.527637,,,,,,,26462,0,,,,,
7825.00,,22.759445,,-16.472211,,,,,,,26462,0,,,,,
7826.00,,22.833316,,-16.404907,,,,,,,26461,0,,,,,
7827.00,,22.981058,,-16.301972,,,,,,,26461,0,,,,,
7828.00,,23.350413,,-16.210914,,,,,,,26461,0,,,,,
7829.00,,22.390091,,-16.107979,,,,,,,26460,0,,,,,
7830.00,,22.944123,,-16.068389,,,,,,,26459,0,,,,,
7831.00,,24.015251,,-16.005045,,,,,,,26459,0,,,,,
7832.00,,23.461219,,-15.973372,,,,,,,26458,0,,,,,
7833.00,,23.461219,,-15.894192,,,,,,,26458,0,,,,,
7834.00,,22.500897,,-15.723953,,,,,,,26457,0,,,,,
7835.00,,22.020736,,-15.668526,,,,,,,26457,0,,,,,
7836.00,,22.611704,,-15.640813,,,,,,,26456,0,,,,,
7837.00,,23.350413,,-15.522042,,,,,,,26456,0,,,,,
7838.00,,22.611704,,-15.478493,,,,,,,26456,0,,,,,
7839.00,,22.205414,,-15.502247,,,,,,,26456,0,,,,,
7840.00,,22.759445,,-15.458698,,,,,,,26455,1,,,,,
7841.00,,23.165735,,-15.363681,,,,,,,26455,1,,,,,
7842.00,,23.165735,,-15.351804,,,,,,,26455,1,,,,,
7843.00,,22.870252,,-15.229073,,,,,,,26454,1,,,,,
7844.00,,22.870252,,-15.2845,,,,,,,26454,1,,,,,
7845.00,,22.907187,,-15.177606,,,,,,,26454,1,,,,,
7846.00,,22.242349,,-15.149893,,,,,,,26453,1,,,,,
7847.00,,23.017994,,-15.2845,,,,,,,26453,1,,,,,
7848.00,,22.759445,,-15.209278,,,,,,,26453,1,,,,,
7849.00,,23.091864,,-15.050917,,,,,,,26453,1,,,,,
7850.00,,22.944123,,-15.035081,,,,,,,26453,1,,,,,
7851.00,,23.1288,,-14.9559,,,,,,,26453,1,,,,,
7852.00,,23.054929,,-14.904432,,,,,,,26453,1,,,,,
7853.00,,22.72251,,-14.940064,,,,,,,26453,1,,,,,
7854.00,,22.944123,,-14.880678,,,,,,,26453,1,,,,,
7855.00,,22.870252,,-14.876719,,,,,,,26453,1,,,,,
7856.00,,22.833316,,-14.809416,,,,,,,26453,1,,,,,
7857.00,,23.017994,,-14.757948,,,,,,,26453,1,,,,,
7858.00,,22.500897,,-14.813375,,,,,,,26453,1,,,,,
7859.00,,23.498154,,-14.765866,,,,,,,26453,1,,,,,
7860.00,,23.202671,,-14.742112,,,,,,,26453,1,,,,,
7861.00,,22.390091,,-14.75003,,,,,,,26453,1,,,,,
7862.00,,23.017994,,-14.730235,,,,,,,26453,1,,,,,
7863.00,,23.1288,,-14.738153,,,,,,,26453,0,,,,,
7864.00,,23.202671,,-14.674808,,,,,,,26454,0,,,,,
7865.00,,23.091864,,-14.813375,,,,,,,26454,0,,,,,
7866.00,,22.463962,,-14.83317,,,,,,,26454,0,,,,,
7867.00,,23.572025,,-14.837129,,,,,,,26454,0,,,,,
7868.00,,22.833316,,-14.876719,,,,,,,26455,0,,,,,
7869.00,,22.648639,,-14.924228,,,,,,,26455,0,,,,,
7870.00,,22.907187,,-14.888596,,,,,,,26455,0,,,,,
7871.00,,22.168478,,-14.959859,,,,,,,26456,0,,,,,
7872.00,,23.608961,,-15.046958,,,,,,,26456,0,,,,,
7873.00,,22.611704,,-15.027163,,,,,,,26456,0,,,,,
7874.00,,22.944123,,-15.11822,,,,,,,26457,0,,,,,
7875.00,,22.870252,,-15.134057,,,,,,,26457,0,,,,,
7876.00,,22.390091,,-15.114261,,,,,,,26457,0,,,,,
7877.00,,22.242349,,-15.134057,,,,,,,26458,0,,,,,
7878.00,,22.574768,,-15.145934,,,,,,,26458,0,,,,,
7879.00,,23.313477,,-15.209278,,,,,,,26459,0,,,,,
7880.00,,23.313477,,-15.189483,,,,,,,26459,0,,,,,
7881.00,,22.574768,,-15.098425,,,,,,,26460,0,,,,,
7882.00,,22.796381,,-15.07863,,,,,,,26460,0,,,,,
7883.00,,22.463962,,-15.058835,,,,,,,26460,0,,,,,
7884.00,,23.017994,,-15.015285,,,,,,,26461,0,,,,,
7885.00,,22.463962,,-15.110302,,,,,,,26462,0,,,,,
7886.00,,22.500897,,-15.114261,,,,,,,26462,0,,,,,
7887.00,,22.611704,,-15.102384,,,,,,,26463,0,,,,,
7888.00,,22.131543,,-15.066753,,,,,,,26464,0,,,,,
7889.00,,22.907187,,-15.157811,,,,,,,26464,1,,,,,
7890.00,,22.833316,,-15.209278,,,,,,,26465,1,,,,,
7891.00,,23.054929,,-15.181565,,,,,,,26466,1,,,,,
7892.00,,22.353155,,-15.225114,,,,,,,26466,1,,,,,
7893.00,,22.833316,,-15.312213,,,,,,,26467,1,,,,,
7894.00,,22.242349,,-15.355763,,,,,,,26467,1,,,,,
7895.00,,22.205414,,-15.470575,,,,,,,26468,1,,,,,
7896.00,,22.759445,,-15.494329,,,,,,,26469,1,,,,,
7897.00,,23.461219,,-15.624977,,,,,,,26470,1,,,,,
7898.00,,22.057672,,-15.609141,,,,,,,26470,1,,,,,
7899.00,,22.168478,,-15.621018,,,,,,,26471,1,,,,,
7900.00,,23.53509,,-15.692281,,,,,,,26472,1,,,,,
7901.00,,23.350413,,-15.716035,,,,,,,26473,1,,,,,
7902.00,,23.202671,,-15.621018,,,,,,,26473,1,,,,,
7903.00,,22.796381,,-15.69624,,,,,,,26474,1,,,,,
7904.00,,22.870252,,-15.581428,,,,,,,26475,1,,,,,
7905.00,,22.944123,,-15.541837,,,,,,,26476,1,,,,,
7906.00,,23.53509,,-15.498288,,,,,,,26476,1,,,,,
7907.00,,22.537833,,-15.363681,,,,,,,26477,1,,,,,
7908.00,,22.944123,,-15.304295,,,,,,,26477,1,,,,,
7909.00,,22.944123,,-15.165729,,,,,,,26478,1,,,,,
7910.00,,22.611704,,-15.114261,,,,,,,26479,1,,,,,
7911.00,,23.091864,,-15.046958,,,,,,,26480,1,,,,,
7912.00,,22.463962,,-14.991531,,,,,,,26481,0,,,,,
7913.00,,22.981058,,-14.912351,,,,,,,26481,0,,,,,
7914.00,,22.611704,,-14.738153,,,,,,,26482,0,,,,,
7915.00,,22.500897,,-14.66689,,,,,,,26483,0,,,,,
7916.00,,22.833316,,-14.623341,,,,,,,26484,0,,,,,
7917.00,,22.574768,,-14.599587,,,,,,,26484,0,,,,,
7918.00,,22.574768,,-14.512488,,,,,,,26484,0,,,,,
7919.00,,22.390091,,-14.468938,,,,,,,26485,0,,,,,
7920.00,,22.944123,,-14.401635,,,,,,,26486,0,,,,,
7921.00,,22.537833,,-14.346208,,,,,,,26486,0,,,,,
7922.00,,23.017994,,-14.310577,,,,,,,26487,0,,,,,
7923.00,,22.759445,,-14.302659,,,,,,,26488,0,,,,,
7924.00,,22.427026,,-14.369963,,,,,,,26488,0,,,,,
7925.00,,22.390091,,-14.124502,,,,,,,26489,0,,,,,
7926.00,,22.907187,,-14.247232,,,,,,,26490,0,,,,,
7927.00,,23.054929,,-14.211601,,,,,,,26490,0,,,,,
7928.00,,22.353155,,-14.263069,,,,,,,26490,0,,,,,
7929.00,,22.353155,,-14.207642,,,,,,,26491,0,,,,,
7930.00,,22.242349,,-14.322454,,,,,,,26492,0,,,,,
7931.00,,22.944123,,-14.346208,,,,,,,26492,0,,,,,
7932.00,,22.500897,,-14.342249,,,,,,,26493,0,,,,,
7933.00,,22.981058,,-14.294741,,,,,,,26493,0,,,,,
7934.00,,22.944123,,-14.251191,,,,,,,26494,0,,,,,
7935.00,,22.131543,,-14.223478,,,,,,,26494,0,,,,,
7936.00,,23.1288,,-14.195765,,,,,,,26495,0,,,,,
7937.00,,22.574768,,-14.168052,,,,,,,26495,0,,,,,
7938.00,,22.500897,,-14.148257,,,,,,,26496,1,,,,,
7939.00,,22.648639,,-14.084912,,,,,,,26496,1,,,,,
7940.00,,22.648639,,-14.029485,,,,,,,26496,1,,,,,
7941.00,,22.242349,,-14.013649,,,,,,,26497,1,,,,,
7942.00,,22.685575,,-13.962182,,,,,,,26497,1,,,,,
7943.00,,22.685575,,-13.942387,,,,,,,26498,1,,,,,
7944.00,,22.796381,,-13.84737,,,,,,,26498,1,,,,,
7945.00,,22.463962,,-13.835493,,,,,,,26499,1,,,,,
7946.00,,22.427026,,-13.831534,,,,,,,26499,1,,,,,
7947.00,,22.907187,,-13.799861,,,,,,,26499,1,,,,,
7948.00,,23.387348,,-13.76423,,,,,,,26500,1,,,,,
7949.00,,23.017994,,-13.756312,,,,,,,26500,1,,,,,
7950.00,,22.537833,,-13.752353,,,,,,,26500,1,,,,,
7951.00,,22.205414,,-13.704844,,,,,,,26500,1,,,,,
7952.00,,22.870252,,-13.720681,,,,,,,26501,1,,,,,
7953.00,,23.461219,,-13.708804,,,,,,,26501,1,,,,,
7954.00,,22.981058,,-13.677131,,,,,,,26502,1,,,,,
7955.00,,22.72251,,-13.645459,,,,,,,26502,1,,,,,
7956.00,,22.796381,,-13.629623,,,,,,,26502,1,,,,,
7957.00,,22.72251,,-13.593991,,,,,,,26503,1,,,,,
7958.00,,22.907187,,-13.586073,,,,,,,26503,1,,,,,
7959.00,,22.796381,,-13.570237,,,,,,,26504,1,,,,,
7960.00,,22.648639,,-13.574196,,,,,,,26504,1,,,,,
7961.00,,22.353155,,-13.510852,,,,,,,26504,0,,,,,
7962.00,,23.017994,,-13.550442,,,,,,,26504,0,,,,,
7963.00,,22.796381,,-13.514811,,,,,,,26505,0,,,,,
7964.00,,22.685575,,-13.471261,,,,,,,26505,0,,,,,
7965.00,,23.091864,,-13.51877,,,,,,,26505,0,,,,,
7966.00,,22.611704,,-13.502934,,,,,,,26506,0,,,,,
7967.00,,23.608961,,-13.43563,,,,,,,26506,0,,,,,
7968.00,,22.353155,,-13.372285,,,,,,,26506,0,,,,,
7969.00,,22.427026,,-13.467302,,,,,,,26507,0,,,,,
7970.00,,22.981058,,-13.423753,,,,,,,26507,0,,,,,
7971.00,,22.796381,,-13.479179,,,,,,,26507,0,,,,,
7972.00,,22.574768,,-13.554401,,,,,,,26507,0,,,,,
7973.00,,22.205414,,-13.625664,,,,,,,26508,0,,,,,
7974.00,,22.944123,,-13.720681,,,,,,,26508,0,,,,,
7975.00,,21.946865,,-13.799861,,,,,,,26508,0,,,,,
7976.00,,22.796381,,-13.894878,,,,,,,26509,0,,,,,
7977.00,,22.611704,,-13.938428,,,,,,,26509,0,,,,,
7978.00,,22.353155,,-14.13242,,,,,,,26509,0,,,,,
7979.00,,22.648639,,-14.025526,,,,,,,26510,0,,,,,
7980.00,,22.242349,,-14.021567,,,,,,,26510,0,,,,,
7981.00,,22.427026,,-14.049281,,,,,,,26510,0,,,,,
7982.00,,22.944123,,-14.136379,,,,,,,26510,0,,,,,
7983.00,,22.353155,,-14.128461,,,,,,,26510,0,,,,,
7984.00,,22.427026,,-14.148257,,,,,,,26511,0,,,,,
7985.00,,22.72251,,-14.100748,,,,,,,26511,0,,,,,
7986.00,,22.353155,,-14.001772,,,,,,,26511,0,,,,,
7987.00,,22.648639,,-14.00969,,,,,,,26511,1,,,,,
7988.00,,22.796381,,-13.997813,,,,,,,26512,1,,,,,
7989.00,,22.537833,,-13.910714,,,,,,,26512,1,,,,,
7990.00,,22.870252,,-13.863206,,,,,,,26512,1,,,,,
7991.00,,22.537833,,-13.902796,,,,,,,26512,1,,,,,
7992.00,,22.205414,,-13.76423,,,,,,,26513,1,,,,,
7993.00,,22.463962,,-13.768189,,,,,,,26513,1,,,,,
7994.00,,22.353155,,-13.645459,,,,,,,26513,1,,,,,
7995.00,,22.574768,,-13.645459,,,,,,,26513,1,,,,,
7996.00,,22.500897,,-13.609828,,,,,,,26513,1,,,,,
7997.00,,22.353155,,-13.570237,,,,,,,26514,1,,,,,
7998.00,,21.651382,,-13.625664,,,,,,,26514,1,,,,,
7999.00,,22.242349,,-13.502934,,,,,,,26514,1,,,,,
8000.00,,23.017994,,-13.6415,,,,,,,26514,1,,,,,
8001.00,,22.242349,,-13.68109,,,,,,,26515,1,,,,,
8002.00,,22.796381,,-13.720681,,,,,,,26515,1,,,,,
8003.00,,21.762188,,-13.76423,,,,,,,26515,1,,,,,
8004.00,,22.611704,,-13.677131,,,,,,,26516,1,,,,,
8005.00,,22.944123,,-13.653377,,,,,,,26516,1,,,,,
8006.00,,22.648639,,-13.578155,,,,,,,26516,1,,,,,
8007.00,,22.574768,,-13.51877,,,,,,,26516,1,,,,,
8008.00,,22.574768,,-13.498975,,,,,,,26516,1,,,,,
8009.00,,22.390091,,-13.467302,,,,,,,26517,1,,,,,
8010.00,,21.762188,,-13.336654,,,,,,,26517,0,,,,,
8011.00,,22.057672,,-13.344572,,,,,,,26517,0,,,,,
8012.00,,22.685575,,-13.316859,,,,,,,26517,0,,,,,
8013.00,,22.944123,,-13.304982,,,,,,,26517,0,,,,,
8014.00,,22.611704,,-13.293105,,,,,,,26518,0,,,,,
8015.00,,22.020736,,-13.257473,,,,,,,26518,0,,,,,
8016.00,,22.500897,,-13.19017,,,,,,,26518,0,,,,,
8017.00,,22.796381,,-13.154538,,,,,,,26518,0,,,,,
8018.00,,22.463962,,-13.174334,,,,,,,26518,0,,,,,
8019.00,,23.276542,,-13.170375,,,,,,,26518,0,,,,,
8020.00,,22.72251,,-13.118907,,,,,,,26518,0,,,,,
8021.00,,21.90993,,-13.103071,,,,,,,26519,0,,,,,
8022.00,,22.72251,,-13.06744,,,,,,,26519,0,,,,,
8023.00,,22.796381,,-13.031808,,,,,,,26519,0,,,,,
8024.00,,22.833316,,-13.02389,,,,,,,26519,0,,,,,
8025.00,,22.574768,,-12.988259,,,,,,,26519,0,,,,,
8026.00,,22.390091,,-13.142661,,,,,,,26519,0,,,,,
8027.00,,22.648639,,-13.008054,,,,,,,26520,0,,,,,
8028.00,,22.500897,,-13.071399,,,,,,,26520,0,,,,,
8029.00,,23.017994,,-12.909078,,,,,,,26520,0,,,,,
8030.00,,22.759445,,-12.996177,,,,,,,26520,0,,,,,
8031.00,,23.387348,,-13.008054,,,,,,,26520,0,,,,,
8032.00,,22.390091,,-12.992218,,,,,,,26520,0,,,,,
8033.00,,22.611704,,-12.972423,,,,,,,26520,0,,,,,
8034.00,,22.500897,,-12.980341,,,,,,,26520,0,,,,,
8035.00,,22.907187,,-12.992218,,,,,,,26520,0,,,,,
8036.00,,22.353155,,-12.90116,,,,,,,26520,1,,,,,
8037.00,,22.427026,,-12.968464,,,,,,,26520,1,,,,,
8038.00,,22.390091,,-13.012013,,,,,,,26521,1,,,,,
8039.00,,23.719767,,-12.9843,,,,,,,26521,1,,,,,
8040.00,,22.353155,,-13.015972,,,,,,,26521,1,,,,,
8041.00,,22.833316,,-12.94471,,,,,,,26521,1,,,,,
8042.00,,22.796381,,-12.988259,,,,,,,26521,1,,,,,
8043.00,,22.833316,,-13.055563,,,,,,,26521,1,,,,,
8044.00,,23.202671,,-13.19017,,,,,,,26521,1,,,,,
8045.00,,22.796381,,-13.126825,,,,,,,26521,1,,,,,
8046.00,,22.500897,,-13.14662,,,,,,,26521,1,,,,,
8047.00,,22.796381,,-13.14662,,,,,,,26521,1,,,,,
8048.00,,22.427026,,-13.174334,,,,,,,26521,1,,,,,
8049.00,,23.53509,,-13.265391,,,,,,,26521,1,,,,,
8050.00,,22.611704,,-13.261432,,,,,,,26521,1,,,,,
8051.00,,22.500897,,-13.356449,,,,,,,26521,1,,,,,
8052.00,,21.946865,,-13.340613,,,,,,,26521,1,,,,,
8053.00,,22.870252,,-13.411876,,,,,,,26521,1,,,,,
8054.00,,22.390091,,-13.356449,,,,,,,26521,1,,,,,
8055.00,,22.094607,,-13.566278,,,,,,,26521,1,,,,,
8056.00,,22.020736,,-13.526688,,,,,,,26521,1,,,,,
8057.00,,22.611704,,-13.625664,,,,,,,26521,1,,,,,
8058.00,,23.424284,,-13.617746,,,,,,,26521,1,,,,,
8059.00,,22.981058,,-13.685049,,,,,,,26521,0,,,,,
8060.00,,22.242349,,-13.799861,,,,,,,26521,0,,,,,
8061.00,,22.611704,,-13.863206,,,,,,,26521,0,,,,,
8062.00,,22.390091,,-13.950305,,,,,,,26521,0,,,,,
8063.00,,22.427026,,-14.00969,,,,,,,26521,0,,,,,
8064.00,,23.94138,,-13.997813,,,,,,,26521,0,,,,,
8065.00,,22.981058,,-14.120543,,,,,,,26521,0,,,,,
8066.00,,23.313477,,-14.128461,,,,,,,26521,0,,,,,
8067.00,,22.759445,,-14.172011,,,,,,,26520,0,,,,,
8068.00,,21.725253,,-14.286823,,,,,,,26520,0,,,,,
8069.00,,21.946865,,-14.227437,,,,,,,26520,0,,,,,
8070.00,,22.870252,,-14.278905,,,,,,,26520,0,,,,,
8071.00,,22.057672,,-14.476857,,,,,,,26520,0,,,,,
8072.00,,23.054929,,-14.377881,,,,,,,26519,0,,,,,
8073.00,,22.094607,,-14.496652,,,,,,,26519,0,,,,,
8074.00,,22.390091,,-14.468938,,,,,,,26519,0,,,,,
8075.00,,22.685575,,-14.579791,,,,,,,26519,0,,,,,
8076.00,,23.904444,,-14.651054,,,,,,,26518,0,,,,,
8077.00,,22.463962,,-14.635218,,,,,,,26518,0,,,,,
8078.00,,22.648639,,-14.746071,,,,,,,26518,0,,,,,
8079.00,,22.981058,,-14.726276,,,,,,,26518,0,,,,,
8080.00,,22.427026,,-14.880678,,,,,,,26517,0,,,,,
8081.00,,22.796381,,-14.892555,,,,,,,26517,0,,,,,
8082.00,,21.651382,,-14.967777,,,,,,,26517,0,,,,,
8083.00,,22.833316,,-14.896514,,,,,,,26516,0,,,,,
8084.00,,23.017994,,-15.011326,,,,,,,26516,0,,,,,
8085.00,,22.427026,,-15.054876,,,,,,,26516,1,,,,,
8086.00,,23.017994,,-15.074671,,,,,,,26516,1,,,,,
8087.00,,22.870252,,-15.114261,,,,,,,26515,1,,,,,
8088.00,,22.353155,,-15.169688,,,,,,,26515,1,,,,,
8089.00,,22.427026,,-15.197401,,,,,,,26515,1,,,,,
8090.00,,22.353155,,-15.260746,,,,,,,26514,1,,,,,
8091.00,,22.72251,,-15.256787,,,,,,,26514,1,,,,,
8092.00,,22.353155,,-15.332008,,,,,,,26514,1,,,,,
8093.00,,22.981058,,-15.450779,,,,,,,26513,1,,,,,
8094.00,,22.242349,,-15.478493,,,,,,,26513,1,,,,,
8095.00,,22.907187,,-15.537878,,,,,,,26513,1,,,,,
8096.00,,23.350413,,-15.727912,,,,,,,26513,1,,,,,
8097.00,,22.574768,,-15.704158,,,,,,,26512,1,,,,,
8098.00,,22.870252,,-15.870437,,,,,,,26512,1,,,,,
8099.00,,22.870252,,-15.989208,,,,,,,26511,1,,,,,
8100.00,,22.611704,,-16.048594,,,,,,,26511,1,,,,,
8101.00,,22.833316,,-16.210914,,,,,,,26511,1,,,,,
8102.00,,22.907187,,-16.35344,,,,,,,26510,1,,,,,
8103.00,,22.427026,,-16.43262,,,,,,,26510,1,,,,,
8104.00,,22.390091,,-16.531596,,,,,,,26510,1,,,,,
8105.00,,22.72251,,-16.650367,,,,,,,26509,1,,,,,
8106.00,,24.495412,,-16.777057,,,,,,,26509,1,,,,,
8107.00,,21.799124,,-16.828524,,,,,,,26509,1,,,,,
8108.00,,22.72251,,-16.852278,,,,,,,26509,0,,,,,
8109.00,,23.091864,,-16.923541,,,,,,,26508,0,,,,,
8110.00,,23.1288,,-16.907705,,,,,,,26508,0,,,,,
8111.00,,22.574768,,-16.975008,,,,,,,26508,0,,,,,
8112.00,,22.205414,,-16.891869,,,,,,,26507,0,,,,,
8113.00,,23.867509,,-16.923541,,,,,,,26507,0,,,,,
8114.00,,22.353155,,-17.002722,,,,,,,26507,0,,,,,
8115.00,,22.796381,,-17.01064,,,,,,,26506,0,,,,,
8116.00,,22.500897,,-17.05023,,,,,,,26506,0,,,,,
8117.00,,22.463962,,-17.018558,,,,,,,26506,0,,,,,
8118.00,,22.611704,,-17.042312,,,,,,,26505,0,,,,,
8119.00,,22.537833,,-17.01064,,,,,,,26505,0,,,,,
8120.00,,22.427026,,-17.117534,,,,,,,26505,0,,,,,
8121.00,,22.353155,,-17.240264,,,,,,,26504,0,,,,,
8122.00,,22.353155,,-17.13337,,,,,,,26504,0,,,,,
8123.00,,22.390091,,-17.13337,,,,,,,26504,0,,,,,
8124.00,,21.355898,,-16.982926,,,,,,,26503,0,,,,,
8125.00,,22.057672,,-17.018558,,,,,,,26503,0,,,,,
8126.00,,22.870252,,-17.08982,,,,,,,26503,0,,,,,
8127.00,,22.870252,,-17.085861,,,,,,,26503,0,,,,,
8128.00,,23.830574,,-17.077943,,,,,,,26503,0,,,,,
8129.00,,22.944123,,-17.077943,,,,,,,26502,0,,,,,
8130.00,,22.537833,,-17.002722,,,,,,,26502,0,,,,,
8131.00,,22.31622,,-17.109616,,,,,,,26502,0,,,,,
8132.00,,22.685575,,-17.157124,,,,,,,26502,0,,,,,
8133.00,,23.1288,,-17.125452,,,,,,,26501,0,,,,,
8134.00,,22.463962,,-17.109616,,,,,,,26501,1,,,,,
8135.00,,22.353155,,-17.105657,,,,,,,26501,1,,,,,
8136.00,,22.168478,,-17.014599,,,,,,,26501,1,,,,,
8137.00,,22.796381,,-17.026476,,,,,,,26500,1,,,,,
8138.00,,23.387348,,-17.042312,,,,,,,26500,1,,,,,
8139.00,,23.054929,,-16.883951,,,,,,,26500,1,,,,,
8140.00,,23.313477,,-16.939377,,,,,,,26500,1,,,,,
8141.00,,22.427026,,-17.022517,,,,,,,26500,1,,,,,
8142.00,,22.242349,,-16.971049,,,,,,,26500,1,,,,,
8143.00,,22.870252,,-17.08982,,,,,,,26499,1,,,,,
8144.00,,23.054929,,-17.058148,,,,,,,26499,1,,,,,
8145.00,,22.574768,,-17.05023,,,,,,,26499,1,,,,,
8146.00,,23.054929,,-17.01064,,,,,,,26499,1,,,,,
8147.00,,22.057672,,-17.109616,,,,,,,26499,1,,,,,
8148.00,,21.688317,,-16.998763,,,,,,,26499,1,,,,,
8149.00,,22.020736,,-17.042312,,,,,,,26499,1,,,,,
8150.00,,21.946865,,-17.01064,,,,,,,26499,1,,,,,
8151.00,,22.427026,,-16.982926,,,,,,,26499,1,,,,,
8152.00,,22.944123,,-16.955213,,,,,,,26499,1,,,,,
8153.00,,23.054929,,-16.907705,,,,,,,26499,1,,,,,
8154.00,,22.648639,,-17.002722,,,,,,,26499,1,,,,,
8155.00,,22.944123,,-16.824565,,,,,,,26499,1,,,,,
8156.00,,22.390091,,-16.860196,,,,,,,26499,1,,,,,
8157.00,,22.907187,,-16.658286,,,,,,,26499,0,,,,,
8158.00,,23.091864,,-16.745384,,,,,,,26499,0,,,,,
8159.00,,22.390091,,-16.618695,,,,,,,26499,0,,,,,
8160.00,,22.685575,,-16.685999,,,,,,,26499,0,,,,,
8161.00,,23.350413,,-16.697876,,,,,,,26499,0,,,,,
8162.00,,22.796381,,-16.654326,,,,,,,26499,0,,,,,
8163.00,,23.091864,,-16.693917,,,,,,,26499,0,,,,,
8164.00,,23.091864,,-16.650367,,,,,,,26500,0,,,,,
8165.00,,23.239606,,-16.626613,,,,,,,26500,0,,,,,
8166.00,,23.054929,,-16.63849,,,,,,,26500,0,,,,,
8167.00,,23.424284,,-16.618695,,,,,,,26500,0,,,,,
8168.00,,22.094607,,-16.43262,,,,,,,26500,0,,,,,
8169.00,,22.131543,,-16.472211,,,,,,,26500,0,,,,,
8170.00,,22.759445,,-16.385112,,,,,,,26501,0,,,,,
8171.00,,22.463962,,-16.373235,,,,,,,26501,0,,,,,
8172.00,,23.165735,,-16.365317,,,,,,,26501,0,,,,,
8173.00,,23.165735,,-16.329686,,,,,,,26501,0,,,,,
8174.00,,22.796381,,-16.254464,,,,,,,26501,0,,,,,
8175.00,,22.611704,,-16.222792,,,,,,,26501,0,,,,,
8176.00,,22.72251,,-16.183201,,,,,,,26502,0,,,,,
8177.00,,23.1288,,-16.115898,,,,,,,26502,0,,,,,
8178.00,,23.017994,,-16.115898,,,,,,,26502,0,,,,,
8179.00,,22.648639,,-16.115898,,,,,,,26503,0,,,,,
8180.00,,22.094607,,-16.060471,,,,,,,26503,0,,,,,
8181.00,,22.648639,,-16.100061,,,,,,,26503,0,,,,,
8182.00,,22.944123,,-16.06443,,,,,,,26504,0,,,,,
8183.00,,22.353155,,-15.993167,,,,,,,26504,1,,,,,
8184.00,,22.796381,,-15.957536,,,,,,,26504,1,,,,,
