time,P_in,P_out,T_in,T_out,Hum_in,Hum_out,CO2_V1,CO2_V2,O3_WE,O3_AE,Altitude,flags,Flowrate,CO2_C,O3_C,center of mass,SB_Temp
789.00,,666.802927,,-14.536242,,,,,,,3232,1,,,,,
790.00,,666.839862,,-14.623341,,,,,,,3236,1,,,,,
791.00,,666.507443,,-14.785661,,,,,,,3240,1,,,,,
792.00,,666.729056,,-14.753989,,,,,,,3244,1,,,,,
793.00,,666.507443,,-14.781702,,,,,,,3248,1,,,,,
794.00,,666.322766,,-14.880678,,,,,,,3252,1,,,,,
795.00,,665.842605,,-14.983613,,,,,,,3256,1,,,,,
796.00,,664.734541,,-15.054876,,,,,,,3260,1,,,,,
797.00,,665.362444,,-15.086548,,,,,,,3265,1,,,,,
798.00,,663.84809,,-15.058835,,,,,,,3269,1,,,,,
799.00,,664.808412,,-15.217196,,,,,,,3273,1,,,,,
800.00,,664.106639,,-15.213237,,,,,,,3273,1,,,,,
801.00,,663.626478,,-15.320131,,,,,,,3277,1,,,,,
802.00,,662.998575,,-15.308254,,,,,,,3282,1,,,,,
803.00,,662.96164,,-15.288459,,,,,,,3286,1,,,,,
804.00,,662.96164,,-15.335967,,,,,,,3290,1,,,,,
805.00,,662.370672,,-15.427025,,,,,,,3294,1,,,,,
806.00,,661.631963,,-15.482452,,,,,,,3298,1,,,,,
807.00,,661.779705,,-15.494329,,,,,,,3302,0,,,,,
808.00,,661.964382,,-15.569551,,,,,,,3306,0,,,,,
809.00,,660.856319,,-15.589346,,,,,,,3310,0,,,,,
810.00,,661.077932,,-15.680404,,,,,,,3314,0,,,,,
811.00,,660.376158,,-15.771461,,,,,,,3319,0,,,,,
812.00,,659.859062,,-15.783339,,,,,,,3319,0,,,,,
813.00,,661.077932,,-15.763543,,,,,,,3323,0,,,,,
814.00,,659.415836,,-15.704158,,,,,,,3327,0,,,,,
815.00,,659.194224,,-15.731871,,,,,,,3331,0,,,,,
816.00,,658.344708,,-15.791257,,,,,,,3335,0,,,,,
817.00,,658.233902,,-15.751666,,,,,,,3339,0,,,,,
818.00,,658.307773,,-15.799175,,,,,,,3343,0,,,,,
819.00,,657.827612,,-15.747707,,,,,,,3347,0,,,,,
820.00,,656.571806,,-15.870437,,,,,,,3351,0,,,,,
821.00,,657.421322,,-15.894192,,,,,,,3355,0,,,,,
822.00,,656.05471,,-15.989208,,,,,,,3359,0,,,,,
823.00,,656.941161,,-16.009004,,,,,,,3359,0,,,,,
824.00,,656.239387,,-16.171324,,,,,,,3363,0,,,,,
825.00,,655.906968,,-16.175283,,,,,,,3367,0,,,,,
826.00,,656.165516,,-16.250505,,,,,,,3372,0,,,,,
827.00,,656.05471,,-16.345522,,,,,,,3376,0,,,,,
828.00,,654.688098,,-16.345522,,,,,,,3380,0,,,,,
829.00,,654.281808,,-16.396989,,,,,,,3384,0,,,,,
830.00,,654.281808,,-16.436579,,,,,,,3388,0,,,,,
831.00,,653.801647,,-16.396989,,,,,,,3392,0,,,,,
832.00,,653.543099,,-16.47617,,,,,,,3396,0,,,,,
833.00,,653.395357,,-16.43262,,,,,,,3400,1,,,,,
834.00,,652.361165,,-16.531596,,,,,,,3400,1,,,,,
835.00,,652.80439,,-16.51576,,,,,,,3404,1,,,,,
836.00,,651.954875,,-16.646408,,,,,,,3408,1,,,,,
837.00,,651.917939,,-16.452416,,,,,,,3412,1,,,,,
838.00,,651.733262,,-16.436579,,,,,,,3416,1,,,,,
839.00,,651.17923,,-16.337604,,,,,,,3420,1,,,,,
840.00,,651.253101,,-16.365317,,,,,,,3424,1,,,,,
841.00,,650.77294,,-16.250505,,,,,,,3428,1,,,,,
842.00,,649.591006,,-16.290095,,,,,,,3432,1,,,,,
843.00,,650.145038,,-16.416784,,,,,,,3436,1,,,,,
844.00,,649.96036,,-16.396989,,,,,,,3440,1,,,,,
845.00,,649.258587,,-16.369276,,,,,,,3440,1,,,,,
846.00,,649.221651,,-16.428661,,,,,,,3445,1,,,,,
847.00,,648.852297,,-16.492006,,,,,,,3449,1,,,,,
848.00,,648.039717,,-16.464293,,,,,,,3453,1,,,,,
849.00,,648.446007,,-16.590982,,,,,,,3457,1,,,,,
850.00,,647.079395,,-16.563269,,,,,,,3461,1,,,,,
851.00,,647.44875,,-16.590982,,,,,,,3465,1,,,,,
852.00,,646.746976,,-16.68204,,,,,,,3469,1,,,,,
853.00,,647.374879,,-16.693917,,,,,,,3473,1,,,,,
854.00,,646.746976,,-16.685999,,,,,,,3477,1,,,,,
855.00,,646.414557,,-16.666204,,,,,,,3481,1,,,,,
856.00,,645.121816,,-16.650367,,,,,,,3481,0,,,,,
857.00,,645.934396,,-16.717671,,,,,,,3485,0,,,,,
858.00,,645.232623,,-16.713712,,,,,,,3489,0,,,,,
859.00,,644.050688,,-16.717671,,,,,,,3493,0,,,,,
860.00,,644.235365,,-16.745384,,,,,,,3498,0,,,,,
861.00,,644.272301,,-16.832483,,,,,,,3502,0,,,,,
862.00,,645.158752,,-16.864155,,,,,,,3506,0,,,,,
863.00,,642.942625,,-16.919582,,,,,,,3510,0,,,,,
864.00,,643.533592,,-16.745384,,,,,,,3514,0,,,,,
865.00,,642.462464,,-16.80477,,,,,,,3518,0,,,,,
866.00,,642.905689,,-16.788934,,,,,,,3522,0,,,,,
867.00,,642.019238,,-16.911664,,,,,,,3522,0,,,,,
868.00,,640.985046,,-16.935418,,,,,,,3527,0,,,,,
869.00,,641.539077,,-16.96709,,,,,,,3531,0,,,,,
870.00,,641.206658,,-17.105657,,,,,,,3535,0,,,,,
871.00,,640.689562,,-17.081902,,,,,,,3540,0,,,,,
872.00,,640.726497,,-17.196714,,,,,,,3544,0,,,,,
873.00,,640.098595,,-17.17296,,,,,,,3548,0,,,,,
874.00,,640.172466,,-17.21651,,,,,,,3552,0,,,,,
875.00,,639.655369,,-17.240264,,,,,,,3556,0,,,,,
876.00,,639.064402,,-17.240264,,,,,,,3560,0,,,,,
877.00,,639.101337,,-17.331322,,,,,,,3565,0,,,,,
878.00,,638.805854,,-17.394666,,,,,,,3565,0,,,,,
879.00,,637.993274,,-17.390707,,,,,,,3569,0,,,,,
880.00,,637.771661,,-17.454052,,,,,,,3573,0,,,,,
881.00,,637.660855,,-17.434257,,,,,,,3577,0,,,,,
882.00,,637.660855,,-17.560946,,,,,,,3581,1,,,,,
883.00,,637.106823,,-17.541151,,,,,,,3585,1,,,,,
884.00,,636.405049,,-17.596577,,,,,,,3590,1,,,,,
885.00,,635.66634,,-17.636167,,,,,,,3594,1,,,,,
886.00,,635.66634,,-17.636167,,,,,,,3598,1,,,,,
887.00,,635.851018,,-17.632208,,,,,,,3602,1,,,,,
888.00,,635.703276,,-17.699512,,,,,,,3606,1,,,,,
889.00,,634.44747,,-17.770775,,,,,,,3606,1,,,,,
890.00,,634.816825,,-17.814324,,,,,,,3610,1,,,,,
891.00,,634.595212,,-17.834119,,,,,,,3614,1,,,,,
892.00,,634.3736,,-17.933095,,,,,,,3619,1,,,,,
893.00,,633.930374,,-17.944972,,,,,,,3623,1,,,,,
894.00,,633.56102,,-18.016235,,,,,,,3627,1,,,,,
895.00,,633.782632,,-18.206269,,,,,,,3631,1,,,,,
896.00,,632.896181,,-18.261695,,,,,,,3636,1,,,,,
897.00,,632.416021,,-18.317122,,,,,,,3640,1,,,,,
898.00,,632.231343,,-18.40818,,,,,,,3644,1,,,,,
899.00,,631.861989,,-18.459647,,,,,,,3648,1,,,,,
900.00,,631.677312,,-18.519033,,,,,,,3653,1,,,,,
901.00,,630.606183,,-18.558623,,,,,,,3653,1,,,,,
902.00,,630.273764,,-18.618008,,,,,,,3657,1,,,,,
903.00,,630.089087,,-18.760534,,,,,,,3661,1,,,,,
904.00,,630.347635,,-18.661558,,,,,,,3665,1,,,,,
